mixture_ID,source_1_SNR,source_2_SNR
1578-6379-0038_6415-111615-0009,0.8262822353248813,-0.8262834852602946
3440-171009-0023_2911-12359-0019,0.6986390665801145,-0.6986404286396513
2817-142371-0020_5393-19218-0035,2.9707991388808686,-2.970801205598519
7367-86737-0104_7402-90848-0037,-4.326496875318464,4.326496143203025
2007-149877-0058_2092-145706-0072,-2.890976754419428,2.8909756049703397
1040-133433-0040_1455-138263-0032,-5.553815458839991,5.5538139044393
3259-158083-0087_3607-135982-0031,-0.6415024261690977,0.6415019453203956
4680-16026-0034_3112-9554-0020,4.515387992067904,-4.515388697501873
6848-252323-0013_1235-135884-0040,3.5004872619017515,-3.500488672441538
89-218-0030_412-126975-0087,2.0547661903235435,-2.0547667100988485
831-130739-0007_2952-408-0008,-0.25294791548693596,0.25294682251779854
87-121553-0098_2764-36616-0006,1.3554162830861558,-1.3554178854816354
8312-279791-0040_3983-5371-0004,-3.10874363370726,3.108743134570035
625-132112-0052_7800-283478-0014,-0.7090453769798672,0.709043683027426
6476-57446-0029_1447-130550-0026,2.6957848362680155,-2.695785385744757
3723-171115-0015_3112-9555-0091,5.793352304255345,-5.793353298889169
19-198-0036_6818-68772-0039,2.761631859659106,-2.761632982445626
5049-25947-0112_3486-166424-0064,1.53838311957236,-1.5383844687366532
6209-34601-0016_6415-100596-0035,-5.309613831145848,5.309613164649977
211-122442-0071_32-21631-0011,0.05867348025228551,-0.05867461548065579
1334-135589-0052_19-227-0012,1.9804018083779646,-1.9804027334071581
8630-305212-0040_163-122947-0047,0.9440600811421826,-0.9440605467151164
4859-29340-0028_3699-47246-0009,-6.26376994125036,6.263767581220517
163-121908-0003_5789-57195-0004,2.0046869062851567,-2.0046880459650467
1737-148989-0034_1447-130550-0014,-3.834804183030032,3.8348033104594177
8747-293952-0007_6476-57446-0065,5.044888619706784,-5.044890238363285
5022-29405-0028_7859-102519-0045,-0.19026215795206858,0.19026177920664034
32-4137-0036_233-134440-0004,-4.260197313347196,4.260196063166507
7113-86041-0082_8425-292520-0010,-3.3657307162032977,3.365729513804341
8095-274346-0046_1502-122619-0096,-3.1061656921596854,3.1061645076814703
5390-30096-0006_7113-86041-0064,-2.7856888985547226,2.7856877508783544
1040-133433-0015_2836-5355-0004,0.8606493601936034,-0.8606499180487583
311-124404-0082_125-121124-0011,6.606905445167603,-6.606906690349257
5561-39621-0041_2384-152900-0029,2.325467632743644,-2.3254680721176504
1737-142397-0012_831-130739-0057,-0.1516616340873883,0.15166049559645411
4640-19187-0024_426-122821-0030,-3.6241289405570996,3.624127673598939
2836-5354-0045_481-123720-0057,0.838439666676436,-0.8384402064078884
2952-410-0030_1594-135914-0053,-1.9504867055417061,1.9504860548492866
3168-173564-0032_2836-5354-0019,-0.32558869574894983,0.3255864973362954
248-130652-0013_5703-47198-0054,-4.2225653699764525,4.222564403943904
254-27760-0033_6415-116629-0033,1.5099520211291353,-1.5099523834048343
6081-42010-0009_8629-261140-0016,0.5444926217344912,-0.5444931086211192
1502-122619-0021_1553-140048-0033,6.987565385499858,-6.987566595006224
2391-145015-0043_3240-131231-0016,6.118151607193999,-6.118152502349776
4214-7146-0000_8123-275193-0023,5.851401625746757,-5.851402597323947
1502-122619-0020_7794-295948-0005,2.9149180234504124,-2.914919037560459
6848-252323-0027_6476-57446-0047,-1.9945227534820509,1.9945227137208454
322-124147-0071_6529-62554-0052,0.17253484969743785,-0.1725353962646642
2416-152139-0043_3879-173592-0027,-1.98236927740557,1.9823681719305632
5022-29405-0036_248-130652-0009,3.8132771112490698,-3.8132787022360404
5104-33406-0037_1447-130550-0003,-4.0497951556832446,4.0497942356276635
6078-54013-0074_125-121124-0043,0.05086785463732812,-0.050868338180421885
5322-7678-0026_2817-142371-0024,-4.88677922726803,4.886778212822608
322-124147-0004_27-123349-0035,-0.5737047505912715,0.5737038024628867
1081-125237-0078_446-123501-0011,4.214000178939639,-4.21400152393736
887-123289-0008_1363-139304-0030,-0.872548955580781,0.8725482787069372
211-122442-0083_1455-134435-0006,-1.7328981883211347,1.7328972010419381
5192-19396-0019_625-132112-0011,6.743532846770064,-6.7435335884281855
5192-19396-0030_8312-279790-0020,-2.8528042425695928,2.8528035817497917
5652-19215-0019_2182-181173-0023,-4.3424439054835045,4.342443131240367
2002-139469-0032_1355-39947-0072,-0.24915108770863986,0.24914938849418092
332-128985-0000_1088-134315-0032,-6.927109985671382,6.927108681875415
233-134440-0008_27-124992-0061,-1.0225639889683298,1.0225634588582428
374-180298-0002_1455-138263-0026,1.8013178841048503,-1.8013183124197307
26-495-0059_3214-167606-0007,7.020195801531242,-7.0201970465372545
426-122819-0013_911-128684-0063,-0.6693959993498456,0.669395611781346
4788-91208-0005_3374-298026-0011,-1.9268494248677275,1.9268486864888121
60-121082-0054_2989-138028-0011,2.6991793222438307,-2.6991800754846578
8975-270782-0052_1334-135589-0051,-4.213965118043103,4.213962798079848
5750-100289-0050_460-172359-0097,0.24364575966727336,-0.24364662905218482
5703-47212-0041_7635-105661-0028,4.318581574978202,-4.318582305638014
201-122255-0026_8468-294887-0005,3.9060265694344816,-3.9060275402178384
2196-170379-0009_198-209-0004,4.28651622187868,-4.286516985511107
4267-78186-0016_911-128684-0002,4.192083988978973,-4.192084861811876
412-126975-0013_5322-7680-0026,-1.0241803395821318,1.024179635606791
7800-283492-0005_5049-25947-0039,-0.8429509442028247,0.8429501665915751
8629-261139-0002_5808-48608-0052,-4.690116638898231,4.690115578144278
254-12312-0013_6147-34605-0030,0.7440778015168402,-0.744078352730101
7059-77900-0004_2911-7601-0031,-2.335479864551987,2.335479320113925
412-126975-0001_200-124139-0014,-2.2420833097450767,2.242082151744235
6529-62556-0028_89-219-0050,4.574474741961959,-4.5744753535186975
2764-36616-0018_6836-61804-0010,-2.373887480890749,2.3738864194195033
909-131041-0013_2836-5354-0046,7.873341831921875,-7.873343015239915
8014-112602-0004_1088-129236-0009,-2.8408376627290135,2.840836898925274
6367-74004-0009_4441-76263-0021,2.7146819216882925,-2.714682671650225
2691-156745-0009_8312-279790-0038,-3.790059103170884,3.790058623331982
458-126290-0009_1898-145715-0041,1.1519830054458347,-1.1519841729033797
4195-17507-0010_8088-284756-0075,2.0871785516609433,-2.087180070135915
332-128985-0027_26-495-0081,2.321039902078294,-2.3210408012552994
441-130108-0005_4441-76262-0036,-1.335546368521681,1.3355455788963377
8609-262281-0038_1263-138246-0015,-3.4322912601349875,3.4322886034954103
6081-41997-0022_26-495-0088,1.1108065395401099,-1.1108075027105115
5808-54425-0029_1355-39947-0017,2.4177707276782496,-2.4177712304112555
3214-167607-0007_7635-105409-0009,-1.6810287358287843,1.6810281624835899
5390-30096-0000_460-172359-0070,-6.417089898957493,6.417088793102742
4859-26870-0007_887-123289-0018,-5.126731222002644,5.126729642722864
5688-41232-0060_6147-34606-0000,0.4055857498874297,-0.40558629381538125
1334-135589-0029_6064-56165-0008,-4.178835104686545,4.178833691191561
909-131041-0004_5456-58161-0020,2.2981173213941295,-2.2981180388482754
7226-86964-0028_3664-11714-0019,3.4302901552796587,-3.430290711345103
5514-19192-0005_118-47824-0016,4.495463680714921,-4.495464437283639
196-122150-0030_5561-39621-0003,-0.29699952431112214,0.2969985069264557
1723-141149-0099_3879-173592-0043,-1.2024403342848298,1.2024397764513814
233-155990-0017_1040-133433-0017,-4.012381140473524,4.012380016446383
3486-166424-0062_3983-5331-0009,4.826792342693779,-4.826792762435082
27-123349-0049_6925-80680-0003,-0.9605048868530563,0.9605038737020934
2989-138028-0072_1088-134315-0019,-4.94496776552476,4.94496717434514
1963-142393-0044_7800-283493-0026,-3.6973696775646108,3.6973681913016785
8425-292520-0006_1970-10594-0001,-1.4142315633829572,1.4142310601312968
3214-167602-0022_229-130880-0000,-0.4818184195899938,0.4818177659149364
302-123523-0008_2893-139322-0045,-0.2152783490677327,0.21527766571953263
250-142276-0054_6437-66173-0058,5.251080409802357,-5.251081250001356
7302-86815-0005_1246-135815-0000,2.1944505155743417,-2.194450869993317
446-123502-0022_4297-13009-0046,8.791260406930325,-8.791262954527811
5652-19215-0029_198-126831-0031,-1.4875600676954528,1.487558824712956
2843-152918-0021_2817-142371-0062,-4.800142438715172,4.800141429428536
1355-39947-0079_2391-145015-0042,-0.26159240060315914,0.2615916450556912
3526-176653-0013_89-218-0042,-1.2324209514102524,1.2324196294930265
8063-274116-0007_332-128985-0069,3.65073498859109,-3.6507354628027344
1081-125237-0111_3112-9555-0073,-0.5135378658795775,0.5135370915350183
83-9960-0038_2092-145706-0005,-0.13970543797093446,0.13970405129842306
7302-86815-0010_39-121914-0044,-1.0108616157815513,1.0108603726789256
